word,pos,ipa,meaning,image,definition
confirm,/v/,&nbsp;/kən'fɜ:m/,xác nhận,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457775/anki_600/j0jjnvmdoeadmybqslxc.jpg,"to approve someone or something officially by formal agreement; to make an arrangement, plan, or meeting certain or fixed; in some Christian religions, to formally accept someone as a member;"
busy,/adj/,/ˈbɪzi/,bận,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457778/anki_600/rmkaq57yw65yljmgdoh6.jpg,"actively involved in doing something or having a lot of things to be done, or (of a time or place) when or where a lot of things are happening;"
coincide,/v/,/ˌkəʊɪnˈsaɪd/,trùng khớp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457779/anki_600/jw8bk4kwep5ks4ifveyg.jpg,"to happen at or near the same time, to be the same or similar;"
confusion,/n/,/kənˈfjuːʒn̩/,<div>(sự) lộn xộn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457780/anki_600/xaws6b6e8peuzo5lodky.jpg,"a situation in which people do not understand what is happening, what they should do or who someone or something is; a situation, often with a lot of activity and noise, in which people do not know what to do;"
contact,/v/,/ˈkɒntækt/,(sự/chỗ) chạm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457782/anki_600/wi5nkevg7g1lyseuxs6r.jpg,"to communicate with someone by phoning them or sending them a letter, email, etc."
disappoint,/v/,/ˌdɪsəˈpɔɪnt/,<div>(v): thất vọng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457783/anki_600/y44wk8u2gjnek31pjyg7.jpg,"to fail to satisfy someone or their hopes, wishes, etc., or to make someone feel unhappy. to fail to satisfy someone’s hopes or expectations;"
intend,/v/,/ɪnˈtend/,định,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457784/anki_600/ao8q9avgtcifhbvz5nmr.jpg,to have as a plan or purpose;
license,/n/,/ˈlaɪsns/,<div>sự cho phép,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457786/anki_600/uyotb7ojrnzreu5tvdxi.jpg,to give (in writing) someone official permission to do or have something;
nervous,/adj/,/ˈnɜːvəs/,&nbsp;lo lắng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457787/anki_600/fkpfbxbpfbxncfzxkqng.jpg,"worried, anxious or slightly frightened;"
optional,/adj/,/ˈɒpʃnəl/,tùy ý,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457788/anki_600/oh93ley5bmuzd2exkwi3.png,"not necessary or demanded but possible or available; depending on what you decide to do; something that you can buy or do if you want to, but that you do not have to buy or do;"
tempt,/v/,/tempt/,cám dỗ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457789/anki_600/ycnglsxjflgnidfs04re.jpg,"to encourage someone to want to have or do something, esp. something wrong;"
thrill,/n/,/θrɪl/,run lên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457792/anki_600/mbiho89pcblnoqyrs084.jpg,"a feeling of great excitement and pleasure; a feeling of extreme excitement, usually caused by something pleasant;"
tier,/n/,/tɪə/,hạng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457795/anki_600/wi9vfqtacv32k9ojcup5.png,"one of several levels of importance, quality, etc."
attainment,/v/,/ə'teinmənt/,sự đạt được,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457796/anki_600/oxszup676ssak9abrr9g.jpg,"the act of achieving something, or something that is achieved;"
combine,/v/,/kəmˈbaɪn/,kết hợp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457799/anki_600/odoavc69fmhn16251bhh.jpg,to unite or to join together to make a single thing or group (from several things or some groups );
continue,/v/,/kənˈtɪnjuː/,tiếp tục,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457802/anki_600/us2hhp3i84wcm1lorvgl.jpg,to keep happening or to keep doing something without stopping;
description,/n/,/dɪˈskrɪpʃn̩/,(sự) diễn tả,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457804/anki_600/i6sryvv0x6lhqimwg7vl.jpg,a statement or a piece of writing that tells what something or someone is like;
disperse,/v/,/dɪˈspɜːs/,giải tán,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457809/anki_600/exb9zbja12fmbvbg6rko.jpg,"to spread across or move away over a large area, or to make something do this;"
entertainment,/n/,/ˌentəˈteɪnmənt/,sự giải trí,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457811/anki_600/agh1aelm3cgsh3iecowr.jpg,"the activity of taking customers or possible customers out to restaurants, bars, theatres, etc. as a way of encouraging them to do business with you; the business of making films, television programmes, shows, etc. that entertain people;"
influence,/v/,/ˈɪnflʊəns/,ảnh hưởng đến,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457812/anki_600/nm581vzkhvbfqyemeem8.jpg,"to cause someone to change a behavior, belief, or opinion, or to cause something to be changed;"
range,/n/,/reɪndʒ/,dải,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457812/anki_600/ljcahwkc5bddrhae3tt6.jpg,"the level to which something is limited, or the area within which something operates; the period of time within which something happens, or the distance something travels; the distance that an aircraft can travel without having to stop for more fuel;"
release,/v/,/rɪˈliːs/,phát hành; thả,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457816/anki_600/iwulcijwrujgoqgqwy0l.jpg,"to let something be shown in public or made available for use; to allows the film to be shown in cinemas, or makes the musical recording available for the public to buy;"
representation,/n/,/,<div>đại diện,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457818/anki_600/hsbjptjoyhpdz8nn94mx.jpg,"a person or organization that speaks, acts, or is present officially for someone else;"
separately,/adv/,&nbsp;/'seprətli/,tách rời,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457820/anki_600/eif8jcqowd1t3mvo4tsq.jpg,"apart, not together;"
successive,/adj/,/səkˈsesɪv/,kế tiếp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457821/anki_600/vfecruh5dukgitdzzgzi.jpg,happening one after the other without any break;
action,/n/,/ˈæktɪŋ/,<div>(sự/cách) hành động,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457823/anki_600/sekeduhqfqkfhatrdkni.jpg,the series of events that form the plot of a story or play;
approach,/v/,/əˈprəʊtʃ/,<div>tiến gần,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457825/anki_600/w9mswnjqbmfzofhojihm.jpg,"to come near or nearer to something or someone in space, time, quality, or amount;"
approachable,/adj/,/əˈprəʊtʃəbl̩/,có thể đến gần,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457826/anki_600/tfdmmi3wk8h8t2bznqij.jpg,easy to talk to; friendly;
audience,/n/,/ˈɔːdiəns/,khán giả,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457832/anki_600/ndnbyc6i8haeycl8yzge.jpg,the spectators at a performance
creative,/adj/,/kri:'eitiv/,sáng tạo;,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457834/anki_600/ksc71j7jrcqnrstvfygj.jpg,producing or using original and unusual ideas;
dialogue,/n/,/ˈdaɪəlɒɡ/,(n): cuộc đối thoại; (v): đối thoại;,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457834/anki_600/fpoti05qqccypdz7t5vr.jpg,"conversation between the characters in a story, such as in a book or movie; a serious exchange of opinion, esp. among people or groups that disagree;"
element,/n/,/ˈelɪmənt/,yếu tố,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457835/anki_600/aqjpie7un7w2ghlpmdxj.gif,"one of the parts of something that makes it work, or a quality that makes someone or something effective;"
experience,/n/,/ɪkˈspɪərɪəns/,kinh nghiệm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457836/anki_600/dt0cggwiwrgqiv26pfvd.jpg,"(the process of getting) knowledge or skill that is obtained from doing, seeing, or feeling things, or something that happens which has an effect on you;"
occur,/v/,/ə'kɜː/,xuất hiện; xảy ra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457838/anki_600/mr6lsglgsf0dmevoinz1.jpg,to take place; to come about
perform,/v/,/pəˈfɔːm/,thực hiện,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457841/anki_600/org3tmfnnc12xnz8klz0.jpg,"to do an action or piece of work; to entertain people by dancing, singing, acting, or playing music;"
rehearse,/v/,/rɪˈhɜːs/,nhắc lại,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457842/anki_600/abc792lu1lccguger8m3.jpg,"to practise a play, a piece of music, etc. in order to prepare it for public performance;"
review,/n/,/rɪˈvjuː/,Sự phê bình,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457843/anki_600/h6ii9yennlnkkkxuxbk2.jpg,"critics write their opinion of film, play; a report in a newspaper, magazine, or programme that gives an opinion about a new book, film, etc;"
sell out,/adj/,/səʊld aʊt/,bán hết,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457845/anki_600/zmfjfbmlb8euberqx2gu.jpg,there is no more of that thing to buy
available,/adj/,/əˈveɪləbl̩/,sẵn có,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457846/anki_600/wmfcj4nqrvlgore8smlk.jpg,"able to be bought or used; able to be obtained, used, or reached;"
broaden,/v/,/'brɔ:dn/,mở rộng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457847/anki_600/xmedhtinkvfowxgyzdnz.jpg,"to become wider, or to cause something to become wider;"
category,/n/,/ˈkætɪɡəri/,hạng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457854/anki_600/ip8i5amsvy1sqj8lzx6b.jpg,a grouping of people or things by type in any systematic arrangement; a group of people or things that have similar features;
disparate,/adj/,/ˈdɪspərət/,khác biệt,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457855/anki_600/pp8m6kliyc8zohfpi1ie.jpg,different in every way;
divide,/v/,/dɪˈvaɪd/,chia ra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457856/anki_600/p2qxkbm7s0oyeqfdrr2o.jpg,"to separate into parts or groups, or to cause something to separate in such a way; to calculate the number of times one number is contained in another;"
favor,/n-v/,/'feivə/,chiếu cố,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457856/anki_600/sf95sqm2bakfq8ykmxzp.jpg,noun : approval or support of someone or something; verb : to support or prefer one particular possibility;
instinct,/n/,/ˌɪnˈstɪŋkt/,bản năng; năng khiếu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457857/anki_600/cy2fta2xvchyz8ctt0v0.jpg,"the way people or animals naturally react or behave, without having to think or learn about it; a famous film with Sharon Stone;"
prefer,/v/,/pri'fɜ:/,ưa thích hơn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457859/anki_600/imilfvwc15s5yhsexxl4.png,"to like, choose, or want one thing rather than another;"
reason,/n/,/ˈriːzən/,(n): lý do,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457860/anki_600/ccnlixvbw99b2agi5r2b.jpg,"the cause of an event or situation, or something suggested as an explanation;"
relaxation,/n/,/ˌriːlækˈseɪʃn̩/,thư giãn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457861/anki_600/wbuk6pg2h0rvqnszv09u.jpg,a pleasant activity that makes you become calm and less worried; the act of making rules or the control of something less severe;
taste,/n/,/teɪst/,sở thích,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457861/anki_600/g9pmftlwpieduqgr1kza.jpg,"a flavor and feeling produced by food or drink in your mouth that tells you what it is and lets you appreciate it, or the ability to have this feeling; a person’s liking for or appreciation of something;"
urge,/v/,/ɜːdʒ/,&nbsp;thúc giục,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457864/anki_600/gnxhwasycswi4znq9w9v.png,to encourage someone strongly to do something or to ask that something be done;
acquire,/v/,/əˈkwaɪə/,đạt được,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457865/anki_600/rlyqgwmtpjt0sxugxy82.jpg,"to get something, to obtain or begin to have something; to buy or take control of a company or part of a company, often by buying shares in it;"
admire,/v/,/ədˈmaɪə/,khâm phục,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457866/anki_600/k8zigx4wtstlxsijdufj.jpg,to respect and approve of someone or something;
collection,/n/,/kəˈlekʃn̩/,<div>(sự) sưu tầm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457868/anki_600/vyzlaeyt6h0hflcp9dzq.jpg,"a group of objects or works to be seen, studied, or kept together; a range of new clothes produced by one clothes designer;"
criticism,/n/,/ˈkrɪtɪsɪzəm/,(sự/lời) phê bình,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457868/anki_600/lll4xz8fki0v1vz6kigw.jpg,"an opinion given about something or someone, esp. a negative opinion, or the activity of making such judgments; a careful discussion of something in order to judge its quality or explain its meaning;"
fashion,/n/,/ˈfæʃn̩/,thời trang,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457870/anki_600/gdmcf7letdxpzgixuilw.jpg,"a style that is popular at a particular time, especially in clothes, hair, make-up, etc; clothing that is considered stylish;"
leisure,/n/,/ˈleʒə/,(lúc/thời gian) nhàn rỗi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457871/anki_600/ehhs4ykvbry5ngn4fg1z.jpg,the time when you are free from work or other duties and can relax
respond,/v/,/rɪˈspɒnd/,phản ứng lại (react); đáp lại,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457872/anki_600/vqfdnln7tu8ukzgwct9v.png,to say or do something as a reaction to something that has been said or done;
schedule,/n/,/ˈʃedjuːl/,<div>(n): thời gian biểu; (v): ghi vào thời gian biểu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457873/anki_600/e8bzgwc2ivezypcy6bc2.jpg,a list of planned activities or things to be done showing the times or dates when they are intended to happen or be done; to arrange that an event or activity will happen at a particular time;
significant,/adj/,/sɪɡˈnɪfɪkənt/,quan trọng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457874/anki_600/wu4ufgoyiokidpeh0joa.jpg,"important or noticeable; having a special meaning; important, large, or great, esp. in leading to a different result or to an important change;"
specialize,/v/,/ˈspeʃəlaɪz/,chuyên môn hóa,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457875/anki_600/or53tmgefvgozrkfgxng.jpg,to spend most of your time studying one particular subject or doing one type of work;
spectrum,/n/,/ˈspektrəm/,<div>phổ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457876/anki_600/vov30mtakopztvfd2fvo.png,"the set of colours into which a beam of light can be separated, or a range of waves, such as light waves or radio waves; a range of different positions, opinions, etc. between two extreme points;"
express,/v/,/iks'pres/,biểu lộ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457877/anki_600/tlrksm46chqincgoqnqn.png,"to show a feeling, opinion, or fact; to send something somewhere very quickly"
assignment,/n v/,/əˈsaɪnmənt/,(sự) giao việc,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457879/anki_600/t0tjcoejx9gb10vq978s.png,"a task or a piece of work that is given to someone to do, often for a limited period of time; a job that someone is sent somewhere to do;"
choose,/v/,/tʃuːz/,lựa chọn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457880/anki_600/vbbdidlcj6uznivsobm1.jpg,"to decide what you want from two or more things or possibilities; to think about which one of several things is the one you want, and take the action to get it;"
constantly,/adv/,/ˈkɒnstənt/,liên miên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457881/anki_600/kks5snwenxkbepgmb7ze.jpg,all the time or often;
constitute,/v/,/ˈkɒnstɪtjuːt/,<div>cấu tạo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457882/anki_600/lcthutatvzzrljhbi2zv.jpg,"to form or make (something), to be or be considered as;"
decision,/v/,/di'siʒn/,sự quyết định; ‹sự› giải quyết,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457883/anki_600/cgs28oqxbavpyct58i3t.jpg,a choice that you make about something after thinking about several possibilities;
disseminate,/v/,/dɪˈsemɪneɪt/,truyền bá,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457884/anki_600/l0vfx9sg7x7w9osveodo.jpg,"to spread or give out something, especially news, information, ideas, etc., to a lot of people;"
impact,/n/,/ɪmˈpækt/,<div>(sự/sức) va mạnh,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457887/anki_600/xfnt4tfrcp4zniqc9xef.jpg,the strong effect or influence that something has on a situation or person; to have a strong effect or influence on a situation or person;
in depth,/adj/,/ɪn depθ/,tỷ mỉ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457889/anki_600/nk5hbjgqefyxe4jhhoad.jpg,"done carefully and in great detail, thorough;"
investigate,/adj/,/ɪnˈvestɪɡətɪv/,điều tra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457890/anki_600/hrmhza01pbsyg68mzvps.jpg,"to examine a crime, problem, statement, etc. carefully, especially to discover the truth;"
link,/n/,/lɪŋk/,liên kết,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457891/anki_600/qwt50rqdmnbltvn21cz3.jpg,"a connection between two people, things, or ideas; a connection between documents on the internet;"
subscribe,/v/,/səbˈskraɪb/,quyên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457893/anki_600/sbz5ldw2x4rd0h7jqrme.jpg,to pay money to an organization in order to receive a product frequently or use a service regularly;
thorough,/adj/,/ˈθʌrə/,thấu đáo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457894/anki_600/uvevvjso9xplt9mweacp.jpg,"detailed and careful, with nothing left out or omitted;; complete, very great, or very much;"
annually,/adv/,/'ænjʊəli/,hàng năm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457896/anki_600/cvavq25guzdsezfkvhdk.jpg,yearly
appointment,/n/,/əˈpɔɪntmənt/,<div>sự hẹn gặp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457897/anki_600/cimoxgeiwx4kbephyz8l.jpg,"a formal arrangement to meet or visit someone at a particular time and place; the act of officially choosing someone for a job, or the job itself;"
assess,/v/,/əˈses/,ước định,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457898/anki_600/nltdygbcozbme4rfzjix.jpg,"to judge or decide the amount, value, quality, or importance of something; to make a decision about a person or situation after considering all the information;"
diagnose,/v/,/ˈdaɪəɡnəʊz/,chẩn đoán,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457899/anki_600/xpbmy84b9ilzxr1ue150.jpg,to recognize and name the exact character of a disease or a problem by examining it;
diagnosis,/n/,/ˌdaɪəɡˈnəʊsɪs/,lời chuẩn đoán,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457900/anki_600/s8cjbzwnteicbcpq846p.jpg,"a judgment about what a particular illness or problem is, made after examining it"
effective,/adj/,/ɪˈfektɪv/,(có) kết quả,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457901/anki_600/bd2qq9k1qsoo8abrqqjv.jpg,successful or achieving the results that you want;
instrument,/n/,/ˈɪnstrʊmənt/,dụng cụ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457905/anki_600/nckxogiijafrjkocoagg.png,"an object, such as a piano, guitar, or drum, that is played to produce musical sounds; a tool or other device, especially one without electrical power, used for performing a particular piece of work;"
manage,/v/,/ˈmænɪdʒ/,quản lý,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457906/anki_600/voepqu69m1bj72dsjtje.jpg,"to succeed in doing or dealing with something, especially something difficult; to be responsible for controlling or organizing someone or something, especially a business or employees;"
prevent,/v/,/prɪˈvent/,ngăn ngừa,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457906/anki_600/afoysq102dcm9rb8y6io.jpg,to stop something from happening or someone from doing something;
recommendation,/n/,/,<div>(sự) giới thiệu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457907/anki_600/suip9duweqv5px1dtacy.gif,a suggestion that something/someone is good or suitable for a particular purpose or job; advice about what is the best thing to have or do;
record,/v/,/rɪˈkɔːd/,(n): hồ sơ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457912/anki_600/elpasx7wpwx1zzeglynf.jpg,", to set down in writing; (n)., a official copy of documents"
refer,/v/,/rɪˈfɜː/,quy vào,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457913/anki_600/w7gnfv3hxpd7wrsgcxrl.jpg,to mention or to allude to; use a source of information or ask somebody in order to ascertain something; consult
serious,/adj/,/ˈsɪərɪəs/,nghiêm trọng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457914/anki_600/b1nvmcuuxfwrjwyaoyoh.jpg,"severe in effect, bad; not joking or intended to be funny;"
catch up,/v/,/kætʃ ʌp/,đuổi kịp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457915/anki_600/qwq8bzo55ugnocma9scx.jpg,to reach the same quality or standard as someone or something else; to reach someone or something by moving faster than the other person or thing;
distraction,/n/,/dɪˈstrækʃn̩/,&nbsp;(sự) sao nhãng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457927/anki_600/wcx7waexd9zdmggqv2jc.jpg,something that prevents someone from giving their attention to something else;
encouragement,/n/,/ɪnˈkʌrɪdʒmənt/,khuyến khích,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457929/anki_600/wmsomz7ja7tkucruqu6e.jpg,words or behaviour that give someone confidence to do something;
evident,/adj/,/ˈevɪdənt/,hiển nhiên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457931/anki_600/jh8kahuimual0cz8mtpl.jpg,easily seen or understood; obvious;
habit,/n/,/ˈhæbɪt/,thói quen,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457932/anki_600/vyw2ozndbnra4oogxbgm.jpg,"something that you do often and regularly, sometimes without knowing that you are doing it;"
illuminate,/v/,/ɪˈluːmɪneɪt/,chiếu sáng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457933/anki_600/snsbym5lwni9xphnlokz.jpg,to light something and make it brighter; to explain and show more clearly something that is difficult to understand;
irritate,/v/,/ˈɪrɪteɪt/,chọc tức; làm tấy lên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457939/anki_600/sd4i5zreuwgamguk7f2q.png,"to make a part of your body sore or painful; to make someone angry or annoyed, to cause an uncomfortable physical reaction;"
overview,/n/,/ˈəʊvəvjuː/,sự miêu tả chung nhưng ngắn gọn; cái nhìn khái quát; tổng quan,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457947/anki_600/guqonjt13yp8fxvoczla.jpg,"a short description of something that provides general information about it, but no details;"
position,/n/,/pəˈzɪʃn̩/,vị trí,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457949/anki_600/jcmw64dsukvvonqxeznb.jpg,"the place where something or someone is, often in relation to other things;"
regularly,/adv/,/ˈreɡjʊləli/,đều đặn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457952/anki_600/ydxfmqx2ifyomocpzuht.jpg,by doing the same thing or going to the same place frequently;
restore,/v/,/rɪˈstɔː/,Khôi phục lại,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457954/anki_600/l90riaznjwvdzfkxlx04.png,to bring back to an original condition
aware,/adj/,/ə'weə/&nbsp;,biết,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457955/anki_600/lzlrn1beq3s1heeal0r0.jpg,"knowing that something exists, or having knowledge or experience of a particular thing;"
alternative,/n-adj/,/ɔːlˈtɜːnətɪv/,sự lựa chọnn một trong hai;<div>thay thế khác,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457956/anki_600/xpkwxyruenjvtrd2njvs.jpg,"noun : something that is different, esp. from what is usual; a choice; adj : offering a choice between two or more things"
aspect,/n/,/ˈæspekt/,bề ngoài,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457958/anki_600/tcnxj2kcfeex6ru6u5br.jpg,"one part of a situation, problem, subject, etc; the appearance of a place, or the expression on a person's face:;"
concern,/v/,/kənˈsɜːn/,liên quan,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457959/anki_600/iucwcxcalksrm9fctxe6.jpg,"a worried or nervous feeling about something, or something that makes you feel worried; to be important to someone or to involve someone directly; to cause worry to someone;"
emphasize,/v/,/ˈemfəsaɪz/,nhấn mạnh,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457961/anki_600/trurkpfvy3y5lbjm0ft1.jpg,to show that something is very important or worth giving attention to; to state or show that something is especially important or deserves special attention;
incur,/v/,/ɪnˈkɜː/,gánh chịu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457963/anki_600/h0ctb1ktcilmxxmsjmts.jpg,"to experience something, usually something unpleasant, as a result of actions you have taken; to be made to lose money or have to pay a charge;"
personnel,/n/,/ˌpɜːsəˈnel/,toàn thể CBCNV,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457966/anki_600/udh8ax61owpzm82tdtvg.png,"the people who are employed in a company, organization, or one of the armed forces;"
policy,/n/,/ˈpɒləsi/,chính sách,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457967/anki_600/avxhshjqzqhytpmkcno5.jpg,"a set of ideas or a plan of what to do in particular situations that has been agreed to officially by a group of people, a business organization, a government, or a political party; a document showing an agreement you have made with an insurance company;"
portion,/n/,/ˈpɔːʃn̩/,phần,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457967/anki_600/sgmrflrapqrkp7tjiylc.jpg,"a part or share of something larger; the amount of a particular food that is served to one person, especially in a restaurant or a shop that sells food ready to be eaten;"
reimburse,/v/,/,hoàn lại,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457969/anki_600/or2eok4dqt2tflz4z98t.jpg,to pay back money to someone who has spent it for you or lost it because of you;
regardless,/adv/,/rɪˈɡɑːdləs/,<div>không quan tâm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457969/anki_600/fdqdmrimoeshnqomy8oz.jpg,despite; not being affected by something; despite what has been said or done;
treatment,/n/,/'tri:tmənt/,sự điều trị; phép trị bệnh,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457971/anki_600/quecwg58yaj0zugxae6j.jpg,"the use of drugs, exercises, etc. to cure a person of an illness or injury;"
suit,/v/,/sju:t/,làm cho phù hợp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457972/anki_600/drjexmxjialvf0okizxv.jpg,"to be right for a particular person, situation, or occasion; (usually of a colour or style of clothes) to make someone look more attractive; to be convenient and cause the least difficulty for someone;"
allow,/v/,/ə'laʊ/,cho phép; để cho;,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457973/anki_600/apxhgibx37w5ujmnuhjp.jpg,"to give permission for someone to do something, or to not prevent something from happening;"
salary,/n/,/'sæləri/,(n): tiền lương; (v): trả lương,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457975/anki_600/ej4thr8ley1ilzqdhksc.jpg,"a fixed amount of money agreed every year as pay for an employee, usually paid directly into his or her bank account every month"
accompany,/v/,/əˈkʌmpəni,đi theo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457977/anki_600/d895jcsxre3puxymmhay.jpg,to go with someone or to be provided or exist at the same time as something; to show someone how to get to somewhere
admit,/v/,/ədˈmɪt/,thú nhận,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457978/anki_600/lstqi7w6xd4s5yvh8smz.jpg,"to allow someone to enter a place; to allow a person or country to join an organization to agree that something is true, especially unwillingly;"
authorize,/v/,/'ɔ:θəraiz/,cho phép,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457980/anki_600/bduelf1dbvcsl1ihb1zz.jpg,"to give official permission for something to happen, or to give someone official permission to do something;"
designate,/v/,/ˈdezɪɡneɪt/,<div>chỉ định,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457986/anki_600/krp95r1uffvf67nxjhaf.jpg,to choose someone officially to do a particular job; to say officially that a place or thing has a particular character or purpose; to state that something has a particular character or purpose;
